carat,cut,color,clarity,depth,table,price,x,y,z
0.59,Ideal,D,IF,60.9,60.0,4916,5.41,5.39,3.29
2.06,Very Good,J,VS2,61.8,59.0,13948,8.14,8.2,5.05
1.43,Ideal,H,VVS2,61.6,54.0,10129,7.25,7.29,4.48
1.25,Ideal,G,SI2,61.6,57.0,5259,6.91,6.98,4.28
1.52,Premium,F,VS2,60.9,61.0,13919,7.46,7.28,4.49
0.59,Very Good,D,SI1,62.3,54.0,1816,5.38,5.41,3.36
0.42,Ideal,G,VS1,61.8,57.0,921,4.79,4.82,2.97
0.33,Ideal,G,VS2,61.2,55.0,579,4.46,4.49,2.74
0.24,Very Good,G,VVS2,62.0,56.0,449,3.99,4.03,2.48
0.3,Very Good,E,VVS1,62.1,57.0,862,4.27,4.3,2.66
0.31,Ideal,G,VVS1,62.8,57.0,977,4.33,4.3,2.71
1.01,Premium,H,VS2,61.6,59.0,5260,6.41,6.39,3.94
0.9,Premium,F,SI1,63.0,60.0,4158,6.13,6.09,3.85
0.3,Good,G,VVS2,63.6,57.0,878,4.3,4.26,2.72
2.01,Very Good,I,VS1,62.8,59.0,17877,8.02,8.07,5.05
1.06,Premium,E,VS2,62.3,58.0,6838,6.52,6.49,4.05
0.36,Ideal,H,SI1,62.3,57.0,648,4.58,4.54,2.84
0.33,Ideal,E,VS2,60.3,57.0,928,4.54,4.51,2.73
1.51,Premium,J,SI2,59.7,62.0,5327,7.46,7.42,4.44
1.41,Premium,H,VS2,61.2,60.0,8654,7.17,7.21,4.4
0.44,Premium,G,SI1,61.1,59.0,772,4.86,4.9,2.98
0.51,Ideal,I,VS1,62.0,57.0,1376,5.1,5.13,3.17
0.34,Ideal,E,VS1,61.2,57.0,805,4.45,4.51,2.74
1.0,Fair,G,VS2,44.0,53.0,4032,6.31,6.24,4.12
1.12,Premium,G,VS2,60.7,53.0,6774,6.81,6.7,4.1
0.39,Ideal,H,SI1,61.5,56.0,698,4.69,4.71,2.89
0.63,Ideal,E,VS2,61.5,56.0,2513,5.48,5.54,3.39
0.34,Very Good,E,SI1,62.9,56.0,596,4.45,4.48,2.81
2.02,Ideal,H,SI1,62.3,56.0,12332,8.11,8.06,5.04
0.24,Ideal,G,VS1,61.8,56.0,442,3.99,4.04,2.48
0.7,Ideal,F,VS2,61.4,58.0,3011,5.7,5.73,3.51
0.3,Ideal,F,VVS1,61.8,54.0,857,4.34,4.36,2.69
2.47,Ideal,J,SI2,62.1,57.0,15430,8.64,8.57,5.34
0.77,Ideal,F,SI1,61.5,55.0,3321,5.88,5.92,3.63
1.02,Very Good,E,VS1,58.9,59.0,7253,6.52,6.65,3.88
0.5,Good,G,VS1,59.8,63.0,1645,5.12,5.15,3.07
1.33,Very Good,F,SI1,63.3,56.0,8163,6.91,6.95,4.39
0.35,Ideal,E,VS1,61.3,55.0,945,4.58,4.55,2.8
1.11,Very Good,I,SI2,62.5,58.0,4442,6.59,6.65,4.14
0.7,Ideal,F,SI2,62.1,57.0,2398,5.65,5.69,3.52
0.7,Good,E,SI2,61.0,64.0,2116,5.63,5.69,3.45
0.41,Premium,E,SI2,62.1,58.0,683,4.73,4.77,2.95
0.33,Ideal,E,VVS2,61.9,57.0,917,4.44,4.47,2.75
0.52,Ideal,D,SI1,60.9,57.0,1600,5.17,5.21,3.16
0.51,Ideal,D,VS2,62.7,55.0,1882,5.12,5.09,3.2
0.32,Ideal,D,VS2,62.1,54.0,758,4.4,4.46,2.75
1.06,Ideal,D,VS1,62.0,57.0,9625,6.49,6.54,4.04
1.07,Good,H,VS2,63.8,57.0,5758,6.54,6.47,4.15
0.54,Ideal,G,VS2,61.7,56.0,1605,5.21,5.24,3.23
0.36,Ideal,E,SI1,61.9,56.0,631,4.53,4.58,2.82
0.33,Ideal,H,VS1,62.0,55.0,743,4.46,4.44,2.76
1.65,Ideal,I,VS2,61.5,57.0,12495,7.59,7.65,4.69
0.34,Premium,D,SI1,62.0,56.0,803,4.47,4.43,2.76
1.5,Good,D,SI2,60.2,65.0,9173,7.37,7.34,4.43
0.72,Premium,E,VVS1,62.9,59.0,3566,5.75,5.67,3.59
1.01,Good,E,SI1,63.6,57.0,5251,6.27,6.3,4.0
0.78,Ideal,I,VS2,59.8,58.0,2652,5.98,6.02,3.59
0.36,Premium,I,VS1,62.0,59.0,568,4.53,4.6,2.83
0.31,Ideal,E,VS2,61.6,57.0,680,4.35,4.38,2.69
0.3,Ideal,H,VS1,61.6,57.0,526,4.3,4.33,2.66
0.3,Ideal,H,VVS2,62.2,57.0,590,4.26,4.29,2.66
0.3,Premium,E,VVS2,61.8,58.0,1013,4.29,4.26,2.64
0.33,Ideal,F,VVS1,61.8,53.0,880,4.48,4.51,2.78
0.51,Good,G,VVS2,63.7,54.0,1800,5.08,5.1,3.24
0.25,Very Good,E,VVS2,59.8,59.0,575,4.07,4.09,2.44
1.02,Very Good,H,SI1,63.0,58.0,4617,6.34,6.4,4.01
1.56,Premium,G,VS2,61.9,58.0,13178,7.4,7.44,4.59
1.56,Good,H,SI2,59.2,59.0,7554,7.46,7.54,4.44
1.02,Ideal,D,SI1,62.3,57.0,6191,6.41,6.44,4.0
0.38,Very Good,D,VS2,60.9,58.0,933,4.63,4.67,2.83
0.9,Fair,G,SI2,64.5,56.0,2858,6.06,6.0,3.89
1.51,Premium,E,VS2,62.6,60.0,14844,7.28,7.22,4.54
0.9,Very Good,I,SI1,62.6,58.0,3220,6.08,6.15,3.83
0.91,Very Good,G,SI1,62.8,58.0,4045,6.15,6.18,3.87
0.5,Ideal,D,VVS2,61.4,55.0,2482,5.13,5.16,3.16
0.38,Ideal,H,VS2,62.2,54.0,703,4.64,4.68,2.9
0.71,Good,F,SI1,63.9,57.0,2331,5.57,5.61,3.57
0.96,Very Good,H,VS2,61.2,57.0,4136,6.34,6.38,3.89
0.33,Ideal,G,IF,62.2,56.0,984,4.43,4.45,2.76
1.0,Premium,E,VS2,62.7,59.0,6720,6.38,6.31,3.98
0.7,Very Good,I,VS1,62.4,59.0,2274,5.55,5.64,3.49
1.56,Ideal,H,VS2,61.5,56.0,11531,7.46,7.5,4.6
0.56,Ideal,F,VVS1,62.1,56.0,2510,5.29,5.3,3.29
0.79,Ideal,E,VS2,62.2,55.0,3861,5.97,5.9,3.69
1.31,Ideal,H,VS1,62.4,56.0,8392,7.0,6.98,4.36
0.26,Very Good,E,VVS1,61.4,58.0,597,4.12,4.15,2.54
0.53,Ideal,E,VS1,61.4,56.0,2143,5.21,5.25,3.21
0.33,Ideal,F,VS2,62.1,54.0,854,4.46,4.43,2.76
1.0,Premium,E,SI1,60.7,59.0,5544,6.41,6.38,3.88
0.51,Ideal,E,SI1,61.5,55.0,1546,5.18,5.16,3.18
0.32,Very Good,G,VVS2,62.6,54.0,672,4.37,4.39,2.74
0.56,Premium,E,VS2,61.9,55.0,1915,5.31,5.25,3.27
0.33,Ideal,G,IF,60.9,57.0,946,4.45,4.48,2.72
0.31,Ideal,H,VS1,61.6,56.0,698,4.36,4.34,2.68
0.41,Premium,G,VVS1,61.0,61.0,1230,4.75,4.72,2.89
0.46,Very Good,G,VS1,60.0,56.0,1378,5.05,5.1,3.04
1.0,Premium,F,VS2,61.9,59.0,5606,6.38,6.34,3.94
1.61,Ideal,G,VS2,62.2,56.0,13553,7.52,7.47,4.66
0.31,Premium,H,VS1,62.6,60.0,698,4.32,4.3,2.7
0.7,Premium,F,VVS2,62.5,59.0,3018,5.68,5.61,3.53
0.37,Premium,F,VS2,60.5,59.0,894,4.67,4.62,2.81
2.01,Premium,J,SI1,63.0,57.0,13219,8.07,8.0,5.06
0.33,Ideal,E,VS2,61.0,57.0,723,4.43,4.46,2.71
0.9,Fair,D,SI2,64.9,57.0,3473,6.03,5.98,3.9
0.32,Very Good,D,SI1,62.8,56.0,589,4.34,4.35,2.73
1.53,Premium,F,VS2,58.5,60.0,14483,7.62,7.56,4.44
1.58,Premium,F,SI2,62.3,60.0,9290,7.42,7.38,4.61
0.3,Ideal,D,VVS1,62.1,56.0,1094,4.32,4.31,2.68
0.57,Very Good,I,SI1,61.8,57.0,1173,5.31,5.34,3.29
1.19,Ideal,E,SI2,61.9,56.0,5497,6.8,6.84,4.22
0.71,Ideal,E,SI2,61.2,57.0,2398,5.74,5.82,3.54
2.09,Very Good,H,SI2,60.1,63.0,12295,8.21,8.16,4.92
0.57,Ideal,G,VVS1,61.9,57.0,2217,5.31,5.35,3.3
0.41,Ideal,E,VVS2,62.2,54.0,1187,4.76,4.79,2.97
0.31,Very Good,E,VS1,61.9,56.0,636,4.32,4.37,2.69
0.74,Ideal,G,SI2,61.7,56.0,2690,5.8,5.87,3.6
0.3,Premium,I,VS1,63.0,53.0,608,4.31,4.26,2.7
0.91,Good,G,SI2,63.6,56.0,3610,6.14,6.09,3.89
0.33,Premium,D,SI1,60.1,59.0,780,4.49,4.46,2.69
1.03,Ideal,G,SI1,61.1,57.0,5147,6.54,6.58,4.01
0.9,Very Good,H,SI1,63.0,58.0,3643,6.13,6.18,3.88
0.52,Premium,E,VVS2,60.1,58.0,2970,5.23,5.18,3.13
0.9,Premium,F,SI1,59.9,59.0,4158,6.29,6.26,3.76
1.06,Very Good,E,VVS2,63.4,55.0,9680,6.46,6.51,4.11
1.04,Ideal,E,SI1,62.4,57.0,5528,6.48,6.53,4.06
0.42,Very Good,E,VVS2,62.1,56.0,1167,4.79,4.82,2.98
0.3,Ideal,E,VS2,61.8,56.0,658,4.3,4.34,2.67
0.7,Very Good,G,SI1,60.7,58.0,2074,5.7,5.73,3.47
0.32,Premium,E,VVS1,60.8,59.0,1044,4.45,4.43,2.7
0.56,Ideal,E,VS2,61.7,54.0,1819,5.28,5.35,3.28
0.51,Ideal,I,SI1,62.2,56.0,1080,5.12,5.08,3.17
1.02,Premium,H,VS2,62.4,58.0,5454,6.43,6.39,4.0
0.71,Good,G,VVS1,62.7,61.0,3072,5.64,5.68,3.55
1.07,Very Good,I,VS2,62.5,56.0,4873,6.5,6.53,4.07
0.34,Ideal,F,VS2,62.6,54.0,686,4.46,4.48,2.8
0.35,Good,D,SI1,63.3,56.0,601,4.5,4.53,2.86
1.01,Very Good,G,SI1,62.9,58.0,5497,6.35,6.4,4.01
0.23,Very Good,E,VVS2,62.4,59.0,530,3.89,3.93,2.44
1.52,Ideal,I,SI1,61.2,55.4,9067,7.38,7.45,4.54
1.11,Ideal,D,VVS1,62.1,55.0,14584,6.63,6.64,4.12
0.97,Ideal,D,SI1,62.8,56.0,5028,6.24,6.3,3.94
1.03,Ideal,F,VS2,61.4,58.0,6809,6.49,6.51,3.99
0.96,Very Good,F,SI1,62.1,62.0,4755,6.24,6.32,3.9
0.33,Premium,E,VS2,61.1,59.0,723,4.45,4.49,2.73
1.52,Ideal,I,VS2,62.1,55.0,9176,7.41,7.33,4.58
0.31,Ideal,G,IF,62.2,55.0,891,4.35,4.4,2.72
0.3,Ideal,G,IF,60.7,57.0,863,4.34,4.39,2.65
0.7,Very Good,D,SI1,63.2,55.0,2509,5.62,5.65,3.56
0.5,Premium,F,SI1,62.2,59.0,1250,5.07,5.03,3.14
0.42,Good,I,VVS1,59.2,61.0,867,4.88,4.91,2.9
0.47,Ideal,E,VS1,61.5,55.0,1400,5.01,5.04,3.09
0.91,Good,E,I1,57.7,63.0,2342,6.35,6.3,3.65
2.17,Very Good,I,SI1,62.1,61.0,15760,8.24,8.27,5.13
0.35,Ideal,F,VVS1,61.5,55.0,945,4.51,4.56,2.79
1.08,Ideal,F,VS2,62.3,54.0,7917,6.6,6.56,4.1
0.26,Very Good,E,VVS2,59.9,58.0,554,4.15,4.23,2.51
0.33,Ideal,G,VS1,62.1,54.0,666,4.42,4.47,2.76
0.43,Ideal,J,VS1,61.7,58.0,703,4.8,4.84,2.98
0.32,Ideal,D,VS1,60.4,56.0,706,4.44,4.46,2.69
1.32,Very Good,H,SI1,63.5,57.0,5717,6.88,6.92,4.38
1.01,Ideal,G,VS2,61.6,56.0,6239,6.43,6.46,3.97
1.35,Premium,F,VS2,61.9,58.0,10962,7.06,7.02,4.36
1.22,Good,J,SI1,63.8,57.0,4612,6.77,6.72,4.3
0.55,Premium,I,VS2,61.7,55.0,1314,5.35,5.29,3.28
0.6,Very Good,E,VS1,60.9,58.0,2112,5.43,5.48,3.32
2.01,Premium,I,SI2,62.5,60.0,9658,8.04,7.95,5.0
1.19,Premium,D,SI2,58.6,61.0,4168,6.93,6.89,4.05
1.27,Premium,I,VS1,59.5,61.0,6611,7.08,7.04,4.2
0.32,Good,H,VS2,63.1,55.0,505,4.33,4.36,2.74
0.76,Very Good,G,VS2,61.1,57.0,3170,5.84,5.95,3.6
0.33,Ideal,E,VS1,60.6,57.0,1002,4.54,4.5,2.74
0.32,Ideal,G,VS2,62.1,55.0,673,4.36,4.39,2.71
0.3,Very Good,E,VVS2,62.4,57.0,743,4.26,4.27,2.66
0.43,Very Good,I,SI2,61.5,54.0,691,4.86,4.89,3.0
1.1,Premium,H,SI1,60.4,60.0,5056,6.72,6.68,4.05
1.17,Ideal,G,VS1,61.8,57.0,8639,6.76,6.8,4.19
1.37,Premium,H,VS1,60.9,59.0,8424,7.17,7.24,4.39
0.39,Ideal,E,SI1,61.1,55.0,628,4.74,4.75,2.9
1.06,Ideal,H,SI2,62.8,57.0,4452,6.57,6.49,4.1
1.21,Very Good,J,VS2,61.5,58.0,5211,6.85,6.9,4.23
0.8,Very Good,F,SI2,61.0,57.0,2772,6.01,6.03,3.67
0.25,Ideal,F,SI1,60.1,56.0,430,4.11,4.13,2.48
0.42,Ideal,G,VVS1,61.4,56.0,1235,4.83,4.81,2.96
0.23,Very Good,F,VVS2,61.2,55.0,505,3.97,4.01,2.44
0.53,Good,G,SI1,63.8,56.0,1363,5.18,5.14,3.29
1.5,Premium,J,SI2,61.4,61.0,6750,7.36,7.3,4.5
0.32,Ideal,G,SI2,62.2,53.0,450,4.4,4.44,2.75
1.41,Good,H,VS2,63.8,60.0,9088,7.04,7.12,4.52
0.5,Ideal,I,SI1,59.8,59.0,1031,5.18,5.15,3.09
0.72,Premium,J,VS2,60.2,59.0,1944,5.85,5.81,3.51
0.32,Ideal,H,VVS2,61.5,55.0,628,4.41,4.44,2.72
0.34,Good,I,SI1,63.7,54.0,447,4.43,4.48,2.84
1.55,Ideal,H,SI2,62.1,57.0,8678,7.39,7.43,4.6
0.9,Ideal,D,VS2,63.0,57.0,5897,6.14,6.09,3.85
0.71,Premium,F,SI2,62.0,59.0,2343,5.68,5.65,3.51
0.72,Ideal,F,VVS1,61.0,56.0,4362,5.78,5.8,3.53
1.27,Ideal,H,VS2,62.9,54.0,7937,6.88,6.92,4.34
0.5,Ideal,G,VS2,61.6,55.0,1400,5.11,5.14,3.16
0.4,Ideal,G,SI2,61.8,56.0,654,4.75,4.77,2.94
1.01,Ideal,F,VS2,60.9,58.0,7411,6.43,6.47,3.93
1.2,Very Good,I,SI1,62.9,57.0,5211,6.73,6.78,4.25
0.28,Very Good,E,VS1,58.9,58.0,487,4.27,4.32,2.53
0.34,Ideal,E,VS2,62.4,55.0,745,4.48,4.53,2.81
0.51,Ideal,F,VS2,61.3,56.0,1562,5.17,5.14,3.16
0.71,Very Good,F,VS2,63.1,58.0,2588,5.65,5.7,3.58
0.62,Very Good,F,SI2,63.1,52.0,1348,5.39,5.53,3.45
0.3,Ideal,D,SI2,60.2,56.0,447,4.37,4.4,2.64
0.41,Premium,E,VS1,60.7,59.0,964,4.77,4.79,2.9
1.54,Very Good,F,SI2,61.1,58.0,8893,7.36,7.47,4.53
1.62,Good,H,VS2,61.5,60.8,12429,7.48,7.53,4.62
1.04,Ideal,H,VS2,59.3,57.0,5416,6.64,6.58,3.92
1.12,Premium,H,SI1,61.6,58.0,4719,6.72,6.62,4.11
1.11,Ideal,I,VS1,61.2,57.0,6758,6.67,6.7,4.09
1.01,Ideal,F,SI2,62.7,57.0,4017,6.43,6.37,4.01
0.4,Ideal,G,VVS1,61.6,57.0,1200,4.76,4.75,2.93
0.4,Premium,J,IF,62.7,60.0,1063,4.7,4.64,2.93
0.51,Ideal,J,SI2,62.1,56.0,885,5.1,5.14,3.18
1.07,Ideal,I,VVS1,62.3,57.0,6685,6.56,6.6,4.1
1.63,Ideal,G,VS1,61.5,57.0,16241,7.58,7.6,4.67
0.51,Ideal,E,VS1,60.9,56.0,1759,5.16,5.22,3.16
1.12,Ideal,H,SI1,62.3,56.0,5291,6.7,6.65,4.16
0.5,Premium,F,VVS2,60.6,58.0,1814,5.2,5.1,3.12
0.33,Ideal,E,VVS1,60.2,57.0,1052,4.5,4.47,2.7
0.48,Ideal,G,SI1,61.6,55.0,1145,5.06,5.1,3.13
1.31,Premium,J,SI1,60.7,58.0,4475,7.11,7.06,4.3
0.39,Premium,F,VVS1,59.7,58.0,1232,4.73,4.75,2.83
0.29,Very Good,H,VVS2,61.7,55.0,541,4.27,4.3,2.64
1.57,Very Good,J,VS2,60.2,59.0,7832,7.53,7.61,4.56
0.5,Ideal,I,VS2,61.6,54.0,1220,5.11,5.14,3.16
0.53,Ideal,G,VS2,61.4,55.0,1615,5.23,5.26,3.22
0.31,Premium,F,VS2,61.5,56.0,802,4.41,4.34,2.69
0.5,Very Good,G,VVS2,60.0,56.0,2260,5.18,5.21,3.12
0.32,Ideal,F,VVS2,62.1,54.0,786,4.41,4.44,2.75
1.7,Premium,H,VVS2,61.4,58.0,10337,7.66,7.62,4.69
0.41,Ideal,H,VVS1,62.7,54.0,1115,4.79,4.78,3.0
0.32,Ideal,G,VS2,61.5,57.0,561,4.4,4.41,2.71
0.41,Very Good,F,SI1,63.4,58.0,852,4.75,4.68,2.99
0.6,Fair,F,SI1,55.3,63.0,1367,5.67,5.61,3.12
1.82,Premium,I,VS1,61.4,60.0,13813,7.8,7.83,4.8
0.4,Premium,E,IF,61.3,58.0,1580,4.77,4.73,2.91
1.1,Ideal,H,SI1,61.5,56.0,6844,6.61,6.65,4.08
0.82,Ideal,E,SI2,62.6,55.0,3131,5.94,5.98,3.73
0.23,Very Good,E,VVS2,61.2,60.0,505,3.97,4.0,2.44
0.32,Premium,G,VS2,61.1,58.0,561,4.42,4.45,2.71
1.69,Premium,F,SI2,62.4,58.0,9275,7.65,7.57,4.75
0.7,Fair,G,VS1,57.1,62.0,2553,5.89,5.94,3.38
0.4,Good,H,SI1,62.0,61.0,667,4.69,4.73,2.92
0.71,Good,H,VVS2,60.4,63.0,2738,5.69,5.74,3.45
1.03,Ideal,J,SI2,62.4,56.0,4054,6.44,6.48,4.03
0.36,Premium,J,SI1,61.6,60.0,527,4.58,4.54,2.81
0.41,Premium,D,VVS2,62.5,58.0,1295,4.72,4.75,2.96
1.27,Good,I,VS2,63.3,63.0,5923,6.82,6.87,4.33
1.01,Fair,G,VS2,64.5,57.0,5538,6.26,6.2,4.02
0.54,Ideal,F,VVS1,61.6,55.0,2951,5.27,5.28,3.25
0.3,Premium,H,VS2,60.9,61.0,608,4.3,4.27,2.61
0.34,Ideal,E,VS2,59.8,56.0,816,4.55,4.54,2.72
0.4,Ideal,D,VVS2,61.9,56.0,1263,4.74,4.76,2.94
1.32,Ideal,I,VVS1,61.0,56.0,8501,7.09,7.07,4.32
0.51,Very Good,H,VS1,62.3,56.0,1628,5.1,5.13,3.18
0.4,Premium,F,VS2,62.1,58.0,842,4.71,4.76,2.94
0.52,Ideal,G,VVS2,60.8,57.0,1878,5.2,5.17,3.15
1.24,Ideal,I,SI1,62.1,56.0,5797,6.84,6.88,4.26
0.4,Very Good,E,VVS2,59.8,60.0,1184,4.8,4.84,2.88
1.01,Ideal,D,VS2,62.6,55.0,8279,6.42,6.46,4.03
2.04,Premium,I,SI2,59.8,59.0,14605,8.3,8.23,4.94
0.9,Fair,H,VS2,64.7,58.0,3697,5.98,6.01,3.88
1.14,Ideal,G,VVS2,61.0,56.0,9013,6.74,6.76,4.12
0.32,Ideal,D,VVS1,61.7,55.0,1140,4.44,4.41,2.73
0.41,Premium,G,VS2,61.8,58.0,1061,4.77,4.75,2.94
1.7,Ideal,F,VS2,62.4,57.0,17360,7.65,7.57,4.75
1.0,Ideal,E,VS2,62.1,56.0,6720,6.42,6.39,3.98
1.62,Premium,F,VS2,61.1,60.0,14826,7.56,7.57,4.62
1.02,Ideal,I,SI1,62.0,56.0,4738,6.44,6.46,4.0
2.05,Premium,I,SI1,60.6,58.0,16611,8.22,8.13,4.95
1.31,Ideal,G,VS1,62.0,53.0,10556,7.06,7.07,4.37
0.52,Good,F,VS1,64.2,58.0,1841,5.1,5.02,3.25
1.4,Premium,D,VS1,62.8,58.0,13730,7.17,7.07,4.47
0.3,Ideal,H,IF,62.3,54.0,764,4.34,4.36,2.71
0.6,Ideal,D,VVS2,61.9,55.0,3382,5.41,5.45,3.36
0.31,Premium,G,VS2,61.5,60.0,544,4.31,4.34,2.66
0.51,Very Good,D,VS2,62.0,59.0,1716,5.08,5.12,3.16
0.52,Ideal,E,SI1,62.1,57.0,1389,5.1,5.14,3.18
0.54,Ideal,F,VVS2,61.0,54.0,2231,5.28,5.3,3.23
1.53,Premium,G,VS1,61.0,60.0,14344,7.43,7.4,4.52
0.31,Premium,D,SI1,60.6,59.0,684,4.39,4.35,2.65
0.3,Ideal,E,SI1,62.1,56.0,499,4.31,4.36,2.69
0.7,Fair,E,VS2,60.6,64.0,2697,5.77,5.62,3.45
1.24,Ideal,D,VS1,61.6,55.0,12417,6.92,6.9,4.26
0.57,Ideal,G,VS1,61.4,55.0,1972,5.34,5.38,3.29
2.01,Good,I,SI2,59.1,59.0,12964,8.09,8.14,4.8
0.34,Ideal,G,VS2,62.2,53.0,596,4.46,4.51,2.79
0.55,Ideal,E,SI1,62.3,56.0,1668,5.26,5.23,3.27
0.7,Ideal,H,SI1,60.6,57.0,1919,5.73,5.78,3.49
0.54,Ideal,I,VS1,61.6,54.0,1216,5.26,5.3,3.25
0.71,Ideal,F,VS2,61.8,56.2,3123,5.7,5.75,3.53
0.38,Ideal,E,VVS2,61.6,55.0,1100,4.67,4.72,2.89
0.54,Premium,H,SI1,61.0,58.0,1240,5.27,5.23,3.2
1.0,Fair,I,VS2,65.7,58.0,3265,6.25,6.2,4.09
0.41,Premium,I,VVS2,62.4,60.0,1061,4.73,4.7,2.94
1.0,Very Good,H,SI1,60.0,63.0,4469,6.37,6.34,3.81
0.3,Very Good,H,VS1,63.0,59.0,526,4.21,4.27,2.67
0.53,Very Good,D,VS2,62.6,58.0,1682,5.14,5.18,3.23
0.77,Ideal,G,SI2,61.2,57.0,2275,5.94,5.98,3.65
0.7,Ideal,G,VS2,62.7,54.0,3172,5.65,5.7,3.65
1.18,Premium,I,SI2,61.7,58.0,4639,6.79,6.75,4.18
0.92,Premium,H,SI1,62.4,58.0,3624,6.19,6.22,3.87
0.3,Very Good,F,SI1,62.8,56.0,500,4.24,4.26,2.67
0.71,Ideal,G,SI1,60.6,57.0,2233,5.72,5.8,3.49
0.78,Ideal,F,SI2,60.6,55.0,2365,5.99,6.0,3.63
0.5,Very Good,E,SI1,60.7,61.0,1354,5.09,5.13,3.1
0.32,Ideal,D,VS2,62.4,57.0,972,4.38,4.34,2.72
0.54,Premium,E,VS2,60.7,56.0,1760,5.32,5.29,3.22
0.35,Premium,E,VS2,60.9,59.0,767,4.54,4.56,2.77
0.26,Good,F,VVS1,63.3,57.0,564,4.05,4.07,2.57
0.37,Ideal,E,SI1,61.4,56.0,606,4.6,4.65,2.84
0.39,Premium,E,VVS1,60.7,58.0,1362,4.73,4.69,2.86
1.06,Ideal,I,SI1,61.2,56.0,4630,6.64,6.6,4.05
0.56,Ideal,F,VVS2,61.0,56.0,2119,5.33,5.35,3.26
1.7,Premium,G,VS2,60.3,60.0,15941,7.72,7.64,4.63
0.38,Ideal,G,VVS2,60.7,57.0,873,4.7,4.73,2.86
1.01,Ideal,G,SI1,61.8,55.0,5141,6.46,6.43,3.98
0.91,Fair,F,VS2,66.8,58.0,3837,5.95,5.97,3.98
1.11,Very Good,E,SI2,61.7,63.0,4177,6.65,6.54,4.07
0.91,Good,I,SI1,64.2,59.0,2700,6.05,5.98,3.86
1.0,Fair,E,VS2,57.4,58.0,6268,6.57,6.64,3.79
0.4,Ideal,H,VS1,61.2,55.0,792,4.75,4.79,2.92
0.7,Premium,F,SI2,62.5,60.0,2373,5.66,5.61,3.52
0.41,Ideal,E,SI1,62.7,57.0,969,4.77,4.74,2.98
2.0,Premium,H,SI1,63.0,56.0,18371,7.98,7.93,5.01
1.3,Ideal,G,VS1,62.4,56.0,6928,7.03,6.95,4.36
0.38,Premium,D,VVS1,60.4,59.0,1400,4.7,4.71,2.84
0.54,Ideal,F,SI2,61.0,56.0,1173,5.24,5.29,3.21
0.52,Premium,F,SI2,62.7,57.0,1073,5.11,5.07,3.19
1.12,Premium,G,SI1,59.8,58.0,5329,6.79,6.76,4.05
0.41,Premium,G,SI1,61.3,58.0,719,4.76,4.8,2.93
0.53,Ideal,G,VS2,61.8,55.0,1577,5.19,5.22,3.21
0.5,Ideal,E,VS2,60.6,59.0,1655,5.1,5.2,3.12
0.54,Very Good,G,SI2,59.5,60.0,1083,5.27,5.31,3.15
0.9,Very Good,G,SI2,63.2,58.0,3787,6.05,6.1,3.84
1.03,Ideal,F,VS2,60.2,54.0,7550,6.64,6.61,3.99
1.0,Ideal,H,SI2,62.5,54.0,4163,6.32,6.38,3.97
1.14,Very Good,I,SI1,62.6,55.0,4840,6.66,6.72,4.19
0.3,Premium,G,VVS2,60.4,60.0,819,4.34,4.3,2.61
2.25,Premium,D,SI2,60.4,59.0,18007,8.54,8.48,5.13
0.37,Ideal,F,VVS1,61.5,56.0,931,4.59,4.61,2.83
0.35,Premium,F,VS1,60.5,58.0,984,4.59,4.57,2.77
1.39,Ideal,F,VS2,61.5,55.0,12744,7.19,7.23,4.44
1.51,Premium,G,VS2,61.4,58.0,12068,7.4,7.3,4.51
0.54,Ideal,F,VS2,61.0,56.0,1615,5.27,5.32,3.23
0.52,Ideal,H,VS2,61.8,56.0,1573,5.19,5.16,3.2
0.33,Ideal,D,VS2,61.1,56.0,822,4.5,4.54,2.76
1.04,Ideal,G,VS2,61.6,57.0,6773,6.49,6.54,4.01
0.98,Good,H,SI2,57.9,56.0,2898,6.51,6.47,3.76
1.21,Very Good,E,VS1,60.0,58.0,10430,6.89,6.97,4.16
0.75,Ideal,F,SI1,62.3,57.0,2744,5.82,5.77,3.61
0.91,Very Good,E,SI1,62.5,61.0,4512,6.1,6.19,3.84
0.56,Premium,H,VS1,59.8,62.0,1653,5.36,5.31,3.19
0.55,Very Good,E,VS2,61.7,59.0,1629,5.2,5.27,3.23
1.14,Ideal,F,I1,61.7,57.0,3755,6.67,6.7,4.13
0.36,Premium,E,VS2,61.8,58.0,1013,4.57,4.52,2.81
0.71,Ideal,F,VS1,62.6,55.0,2920,5.71,5.67,3.56
0.91,Ideal,E,SI1,61.0,58.0,4132,6.23,6.29,3.82
0.3,Very Good,D,VVS2,60.6,58.0,2366,4.33,4.35,2.63
1.53,Ideal,F,SI1,61.6,56.0,12109,7.39,7.34,4.54
1.0,Ideal,E,VS2,62.0,56.0,6261,6.42,6.36,3.96
0.31,Very Good,G,VS1,63.2,56.0,802,4.32,4.29,2.72
0.91,Premium,H,VS2,61.9,59.0,4201,6.18,6.23,3.84
1.14,Very Good,G,SI2,59.5,59.0,4935,6.79,6.85,4.06
1.01,Ideal,D,VS2,62.1,58.0,8119,6.4,6.42,3.98
1.53,Ideal,E,SI1,62.0,58.0,10836,7.33,7.41,4.57
0.75,Very Good,D,SI1,59.7,62.0,3046,5.89,5.94,3.53
1.03,Very Good,G,VS1,62.2,57.0,6539,6.42,6.47,4.01
0.4,Very Good,G,SI2,63.1,59.0,765,4.7,4.65,2.95
